analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,pesquisadora,pesquisadora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,pesquisador,pesquisador,1.0,0.0
homem -> mulher,astrônoma,engenheira,0.6031739711761475,0.39682602882385254
mulher -> homem,astrônomo,antonius,0.6261000633239746,0.3738999366760254
homem -> mulher,médica,médica,1.0,0.0
mulher -> homem,médico,médico,1.0,0.0
homem -> mulher,enfermeira,arqueóloga,0.479919970035553,0.520080029964447
mulher -> homem,enfermeiro,cozinheiro,0.4744099974632263,0.5255900025367737
homem -> mulher,filósofa,tradutora,0.7615774273872375,0.23842257261276245
mulher -> homem,filósofo,pensador,0.8916706442832947,0.10832935571670532
homem -> mulher,arquiteta,engenheira,0.6421183943748474,0.3578816056251526
mulher -> homem,arquiteto,zuza,0.2410999834537506,0.7589000165462494
homem -> mulher,neurocirurgiã,engenheira,0.38351255655288696,0.616487443447113
mulher -> homem,neurocirurgião,hoeneß,0.5606212615966797,0.4393787384033203
homem -> mulher,divorciada,esposa,0.48928624391555786,0.5107137560844421
mulher -> homem,divorciado,impetuoso,0.3731144368648529,0.6268855631351471
homem -> mulher,amiga,amiga,1.0,0.0
mulher -> homem,amigo,rapaz,0.4467627704143524,0.5532372295856476
homem -> mulher,ministra,ministra,1.0,0.0
mulher -> homem,ministro,ministro,1.0,0.0
homem -> mulher,secretária,secretária,1.0,0.0
mulher -> homem,secretário,secretário,1.0,0.0
homem -> mulher,assessora,assessora,1.0,0.0
mulher -> homem,assessor,assessor,1.0,0.0
homem -> mulher,executiva,executiva,1.0,0.0
mulher -> homem,executivo,executivo,1.0,0.0
homem -> mulher,diretora,diretora,1.0,0.0
mulher -> homem,diretor,diretor,1.0,0.0
homem -> mulher,fotógrafa,fotógrafa,1.0,0.0
mulher -> homem,fotógrafo,munch,0.48101264238357544,0.5189873576164246
homem -> mulher,pintora,pintora,1.0,0.0
mulher -> homem,pintor,vinci,0.5677691698074341,0.4322308301925659
homem -> mulher,atriz,atriz,0.9999999403953552,5.960464477539063e-08
mulher -> homem,ator,ator,1.0,0.0
homem -> mulher,escritora,escritora,1.0,0.0
mulher -> homem,escritor,romancista,0.8449461460113525,0.15505385398864746
homem -> mulher,tia,esposa,0.6067891120910645,0.39321088790893555
mulher -> homem,tio,rapaz,0.4881954789161682,0.5118045210838318
homem -> mulher,irmã,esposa,0.6442447900772095,0.3557552099227905
mulher -> homem,irmão,rapaz,0.38196349143981934,0.6180365085601807
homem -> mulher,enteada,esposa,0.5908573865890503,0.4091426134109497
mulher -> homem,enteado,quieto,0.48834896087646484,0.5116510391235352
homem -> mulher,dama,condessa,0.674121618270874,0.325878381729126
mulher -> homem,cavalheiro,cavalheiro,1.0,0.0
homem -> mulher,ladra,transexual,0.5908225774765015,0.40917742252349854
mulher -> homem,ladrão,estranhamente,0.46922963857650757,0.5307703614234924
homem -> mulher,blogueira,prioli,0.6752196550369263,0.32478034496307373
mulher -> homem,blogueiro,farber,0.5525697469711304,0.44743025302886963
homem -> mulher,bibliotecária,adjunta,0.6127020120620728,0.38729798793792725
mulher -> homem,bibliotecário,aldous,0.50544673204422,0.49455326795578003
homem -> mulher,bióloga,engenheira,0.7907730937004089,0.20922690629959106
mulher -> homem,biólogo,zoólogo,0.831347644329071,0.16865235567092896
homem -> mulher,geóloga,engenheira,0.7502650618553162,0.24973493814468384
mulher -> homem,geólogo,elzo,0.5080111622810364,0.4919888377189636
homem -> mulher,cuidadora,waymon,0.6510152220726013,0.3489847779273987
mulher -> homem,cuidador,vômito,0.7073428630828857,0.29265713691711426
homem -> mulher,delegada,assessora,0.7453263998031616,0.2546736001968384
mulher -> homem,delegado,delegado,0.9999999403953552,5.960464477539063e-08
homem -> mulher,cirurgiã,enfermeira,0.5444939732551575,0.45550602674484253
mulher -> homem,cirurgião,macklin,0.5312360525131226,0.46876394748687744
homem -> mulher,torcedora,regatas,0.501558244228363,0.49844175577163696
mulher -> homem,torcedor,fanático,0.7862751483917236,0.21372485160827637
homem -> mulher,sócia,sócia,1.0,0.0
mulher -> homem,sócio,kleine,0.2402724176645279,0.7597275823354721
homem -> mulher,programadora,engenheira,0.5201024413108826,0.47989755868911743
mulher -> homem,programador,empirista,0.6034983992576599,0.3965016007423401
homem -> mulher,garçonete,contratada,0.5653207302093506,0.4346792697906494
mulher -> homem,garçom,mifune,0.5687738656997681,0.43122613430023193
homem -> mulher,santa,imaculada,0.5229042172431946,0.4770957827568054
mulher -> homem,santo,jesus,0.5588986873626709,0.4411013126373291
