analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,enfermeira,geóloga,0.37166428565979004,0.62833571434021
mulher -> homem,enfermeiro,botkin,0.4763025641441345,0.5236974358558655
homem -> mulher,filósofa,geóloga,0.6979655623435974,0.3020344376564026
mulher -> homem,filósofo,girard,0.6766199469566345,0.3233800530433655
homem -> mulher,arquiteta,geóloga,0.7685573697090149,0.2314426302909851
mulher -> homem,arquiteto,schenberg,0.4697006642818451,0.5302993357181549
homem -> mulher,neurocirurgiã,geóloga,0.5810749530792236,0.41892504692077637
mulher -> homem,neurocirurgião,encantador,0.4934796988964081,0.5065203011035919
homem -> mulher,divorciada,esposa,0.470558762550354,0.529441237449646
mulher -> homem,divorciado,próspero,0.46244657039642334,0.5375534296035767
homem -> mulher,amiga,amiga,1.0,0.0
mulher -> homem,amigo,rapaz,0.43821364641189575,0.5617863535881042
homem -> mulher,ministra,ministra,1.0,0.0
mulher -> homem,ministro,ministro,1.0,0.0
homem -> mulher,secretária,secretária,0.9999999403953552,5.960464477539063e-08
mulher -> homem,secretário,secretário,1.0,0.0
homem -> mulher,assessora,assessora,1.0,0.0
mulher -> homem,assessor,assessor,1.0,0.0
homem -> mulher,executiva,executiva,1.0,0.0
mulher -> homem,executivo,executivo,0.9999999403953552,5.960464477539063e-08
homem -> mulher,diretora,diretora,1.0,0.0
mulher -> homem,diretor,diretor,1.0,0.0
homem -> mulher,fotógrafa,fotógrafa,1.0,0.0
mulher -> homem,fotógrafo,gravurista,0.608686089515686,0.39131391048431396
homem -> mulher,pintora,pintora,1.0,0.0
mulher -> homem,pintor,ourives,0.7142089009284973,0.2857910990715027
homem -> mulher,atriz,atriz,1.0,0.0
mulher -> homem,ator,ator,1.0,0.0
homem -> mulher,escritora,escritora,1.0,0.0
mulher -> homem,escritor,romancista,0.8365662693977356,0.1634337306022644
homem -> mulher,tia,esposa,0.5849499106407166,0.41505008935928345
mulher -> homem,tio,menino,0.5253730416297913,0.47462695837020874
homem -> mulher,irmã,esposa,0.6509026288986206,0.3490973711013794
mulher -> homem,irmão,rapaz,0.343273788690567,0.656726211309433
homem -> mulher,enteada,nora,0.7477632761001587,0.2522367238998413
mulher -> homem,enteado,elijah,0.6803096532821655,0.3196903467178345
homem -> mulher,dama,condessa,0.7007509469985962,0.2992490530014038
mulher -> homem,cavalheiro,cavalheiro,1.0,0.0
homem -> mulher,ladra,sfat,0.6616125106811523,0.33838748931884766
mulher -> homem,ladrão,satírico,0.4433154761791229,0.5566845238208771
homem -> mulher,blogueira,geóloga,0.4840759336948395,0.5159240663051605
mulher -> homem,blogueiro,farber,0.5981484055519104,0.4018515944480896
homem -> mulher,bibliotecária,geóloga,0.6073610782623291,0.3926389217376709
mulher -> homem,bibliotecário,stark,0.4042111039161682,0.5957888960838318
homem -> mulher,bióloga,geóloga,0.8341479301452637,0.16585206985473633
mulher -> homem,biólogo,pedagogo,0.8373077511787415,0.16269224882125854
homem -> mulher,geóloga,geóloga,1.0,0.0
mulher -> homem,geólogo,bonnke,0.5077478289604187,0.4922521710395813
homem -> mulher,cuidadora,desesperou,0.6669325232505798,0.33306747674942017
mulher -> homem,cuidador,satanás,0.6403132677078247,0.3596867322921753
homem -> mulher,delegada,delegada,1.0,0.0
mulher -> homem,delegado,estatístico,0.3570883870124817,0.6429116129875183
homem -> mulher,cirurgiã,engenheira,0.654833197593689,0.34516680240631104
mulher -> homem,cirurgião,antiquado,0.281570166349411,0.718429833650589
homem -> mulher,torcedora,agremiação,0.19364343583583832,0.8063565641641617
mulher -> homem,torcedor,torcedor,1.0,0.0
homem -> mulher,sócia,sócia,1.0,0.0
mulher -> homem,sócio,investidor,0.5808145403862,0.41918545961380005
homem -> mulher,programadora,geóloga,0.5894732475280762,0.41052675247192383
mulher -> homem,programador,encantador,0.4294896125793457,0.5705103874206543
homem -> mulher,garçonete,enfermeira,0.666556179523468,0.333443820476532
mulher -> homem,garçom,açougueiro,0.5401480793952942,0.4598519206047058
homem -> mulher,santa,monja,0.3521021008491516,0.6478978991508484
mulher -> homem,santo,jesus,0.5049251914024353,0.4950748085975647
